,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit
58,Beer_Annual Production_AT,Beer Production,AUT,Austria,0.010145768,0.034590599,-5.512313709,1916.580004,-0.353044598,-0.013323165,0.036269828,-0.797205926,1841,149,,,,,,,-4.883116883,,,4062.26,,,,,,,err,Not Democracy,8.309494748,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres
59,Railroad_Total Length_GY,Railroad,GUY,Guyana,err,,0.308163574,1895.065645,0.759181025,0.41010613,0.748791525,14.26011875,1848,127,,,,,,,,,,,,,,,,,err,,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
60,Radio_Total Number_JP,Radio,JPN,Japan,0.108624191,-2.06E+161,0.105472364,1989.961308,0.998425208,0.034562598,0.999821219,41.66446075,1938,62,,,10.56694577,13.16337131,,,8.630434783,,,12130.65193,1.842193548,,0,,,,H,Democracy,9.403490746,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
61,Gold_Annual Production_NZ,Gold,NZL,New Zealand,0.021713246,-18742.79887,-0.021975077,1911.229702,0.272905851,-0.003170819,0.265767279,-199.9742324,1857,148,,,,,,,9.6,,,6356.72093,,,,,,,err,Democracy,8.757267946,2.16E-05,Low Material Use,,,1851,Customized [3],Complex [3],Firms [1],Expensive,Low,20,Years,No,No,No,Materials,Fixed Constructions,Annual Production,metric tons
62,Radio_Total Number_BR,Radio,BRA,Brazil,0.133074068,-3.90E+205,0.102599444,2009.492291,0.996838425,0.005012507,0.99628486,42.83112073,1938,62,60.47218092,1.04016,9.058316504,4.555134313,-8385892551,13.37504867,1.7,6.568,6.64,5948.210211,0.5289638,-0.139108191,2,,,,UM,Not Democracy,8.690845648,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
63,Telegraph Traffic_Total Number_GR,Telegraph Traffic,GRC,Greece,0.079076341,-8.75E+109,0.049391726,1959.521535,0.99497084,0.020140208,0.995951203,88.97136229,1859,135,,,14.569901,,,,6.681318681,,,2689.598039,0.8532,,0,,,,err,Democracy,7.897147034,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
64,Radio_Total Number_MX,Radio,MEX,Mexico,0.134316203,-2.60E+206,0.110191469,1987.383404,0.997060331,0.041240399,0.999391076,39.88012149,1946,54,,,10.23448757,3.828449185,-2128111111,,-5.214285714,,,6331.714286,0.149538321,,3,,,,err,Not Democracy,8.753326298,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
65,Telegraph Traffic_Total Number_AT,Telegraph Traffic,AUT,Austria,0.063551628,-2.65E+82,0.080261524,1906.005038,0.987902006,0.049037163,0.991394994,54.75162888,1851,143,,,,,,,-4.357142857,,,3837,,,,,,,err,Not Democracy,8.25244609,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
66,Steamships_Total Number_DK,Steamships,DNK,Denmark,0.05620999,-3.54E+66,0.069182674,1917.290039,0.999646647,0.042265736,0.997494658,63.51950418,1844,148,,,,,,,-1.3,,,3879.108108,,,,,,,err,Not Democracy,8.263360537,3.986446951,High Material Use,1707,1776,1807,Standardized [1],Design-Intensive [2],Firms [1],1183350,Low,30,Decades,Yes,Yes,Yes,Transportation,Performing Operations; Transporting,Cumulative Calculation,-
67,Postal Traffic_Total Number_AT,Postal Traffic,AUT,Austria,0.056037047,-1.56E+70,0.031157553,1957.904612,0.964597108,0.013404817,0.974039388,141.0396105,1830,164,,,,,,,-2.440677966,,,4689.892473,,,1,,,,err,Not Democracy,8.453164934,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
68,Railroad_Total Length_JP,Railroad,JPN,Japan,0.054562512,-1.49E+67,0.093914084,1916.596751,0.992716927,0.05948813,0.986733428,46.79222701,1872,126,,,,,,,1,,,2127.399485,,,,,,,err,Not Democracy,7.662655614,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
69,Radio_Total Number_PE,Radio,PER,Peru,0.09602755,-1.06E+139,0.072304394,2007.429217,0.997096702,0.012092518,0.997994448,60.77706892,1946,54,314.1623244,0.10956,18.66650574,1.343818311,-1106747298,,1.644067797,4.8333335,5.9273334,5571.440889,0.148604215,-0.423123483,2,,,,LM,Not Democracy,8.625408987,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
70,Telegraph Traffic_Total Number_CH,Telegraph Traffic,CHE,Switzerland,0.088741813,-6.20E+122,0.044862326,1936.988552,0.992362512,0.021587462,0.997425692,97.95410943,1852,135,,,,,,,10,,,5751.305155,,,,,,,err,Democracy,8.657182091,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
71,Postal Traffic_Total Number_CH,Postal Traffic,CHE,Switzerland,0.06380324,-1.93E+83,0.034426899,2042.220845,0.998971328,0.002505951,0.999237547,127.6458031,1850,144,2.716614353,2.74304625,47.95770651,3.565822766,16527484453,21.7986184,10,,,17157.57429,1.859157143,1.956247217,2,,,,H,Democracy,9.750195005,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
72,Railroad_Total Length_IE,Railroad,IRL,Ireland,0.032007378,-1.50E+27,-0.085148553,1984.651042,0.211194844,0.111148459,0.397112539,-51.60920535,1840,138,,,50.11892944,2.484839543,,,9.230769231,,,7195.462687,1.223084615,,1,,,,err,Democracy,8.881205924,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
73,Postal Traffic_Total Number_SE,Postal Traffic,SWE,Sweden,0.07088724,-1.48E+95,0.043914564,2014.289173,0.999460356,0.004990466,0.999800509,100.0681488,1850,144,7.36083556,3.356728667,29.59937258,4.312825338,3709896936,18.09918575,4.658064516,7.2700985,7.05011985,12423.83007,2.309963636,1.920380088,0,,,,H,Not Democracy,9.427371687,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
74,Radio_Total Number_AT,Radio,AUT,Austria,0.093482262,-3.11E+136,0.08551943,1986.34379,0.99355174,0.03500965,0.997051407,51.38538876,1955,45,,,31.23831147,5.406174721,,,10,,,16018.375,1.476851852,,1,,,,err,Democracy,9.68149178,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
75,Radio_Total Number_BO,Radio,BOL,Bolivia,0.127879383,-3.57E+196,0.133940941,1993.788354,0.999245716,0.037418061,0.998287933,32.80885691,1946,54,45.55052038,,25.86258706,0.943673164,-33694736.84,,0.591836735,,,3321.135355,-0.791371429,,4,,,,LM,Not Democracy,8.108061978,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
76,Postal Traffic_Total Number_IN,Postal Traffic,IND,India,0.068765447,-3.57E+89,0.042706924,2021.095398,0.997822655,0.003302328,0.9974041,102.8978143,1853,148,13.25804014,0.737149565,12.9306772,6.181056037,-13558727144,8.807345962,7.582089552,6.3894545,6.71115775,1692.895955,0.253927286,-0.004400365,0,,,,LM,Democracy,7.434195924,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
77,Postal Traffic_Total Number_AU,Postal Traffic,AUS,Australia,0.072463114,-3.44E+96,0.038153846,1999.402322,0.998241785,0.007111311,0.999222871,115.1770952,1851,143,9.293593775,1.58888,15.67807788,1.814175281,-3521048493,,10,,,11738.965,2.065925,1.70934125,0,,,,H,Democracy,9.370668929,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
78,Radio_Total Number_LR,Radio,LBR,Liberia,0.181964787,-1.33E+291,0.10656655,1995.815609,0.998423874,0.026730255,0.99959129,41.23666512,1946,54,15.99642879,,,1.058859894,-451849.8721,,-6.090909091,,,3360.35416,-0.783775676,-1.7195029,3,,,,L,Not Democracy,8.119801652,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
79,Telegraph Traffic_Total Number_BR,Telegraph Traffic,BRA,Brazil,0.079083745,-4.53E+110,0.068945269,1962.160157,0.998257859,0.030456924,0.997993111,63.73822587,1872,122,,,6.0610697,5.0147476,,,-2.465116279,,,1453.285714,0.114973333,,2,,,,err,Not Democracy,7.281582282,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
80,Radio_Total Number_BE,Radio,BEL,Belgium,0.092348902,-4.28E+134,0.08520787,1985.061371,0.99812442,0.030714136,0.999767448,51.57327807,1937,63,,,51.15965813,9.742710038,,,9,,,13538.32653,1.773769231,,0,,,,err,Democracy,9.513279944,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
81,Railroad_Total Length_AR,Railroad,ARG,Argentina,0.060935036,-7.05E+75,0.111547852,1903.855903,0.97579386,0.076557025,0.969708697,39.39519282,1857,129,,,,,,,-0.916666667,,,3847.84375,,,,,,,err,Not Democracy,8.255268205,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
82,Beer_Annual Production_HU,Beer Production,HUN,Hungary,0.018953631,0.796762936,0.138099026,1963.305262,0.876311651,0.099178365,0.87311308,31.82100024,1860,141,,,,,,,-3.736263736,,,4058.232558,0.2114,,3,,,,err,Not Democracy,8.308502827,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres
83,Radio_Total Number_UY,Radio,URY,Uruguay,0.105102977,-8.16E+156,0.093196841,1985.102307,0.997887391,0.035568624,0.999787403,47.15234014,1946,54,70.0300175,,16.46020275,2.75718142,-83725000,,1.894736842,,,8010.025,0.252975,,2,,,,err,Not Democracy,8.988449161,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
84,Radio_Total Number_VE,Radio,VEN,Venezuela,0.119711136,-2.76E+183,0.095087756,2003.835544,0.998833492,0.012916551,0.998668223,46.21466869,1938,62,28.79373014,,21.33051907,2.50814658,-702857142.9,,4.507462687,,,12265.82401,0.428250622,-0.841655435,2,,,,UM,Not Democracy,9.414572138,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
85,Radio_Total Number_GR,Radio,GRC,Greece,0.141086272,-2.12E+218,0.115165668,1989.16432,0.999153737,0.038693257,0.999356568,38.15763193,1938,62,,,19.7005718,2.700875846,-538928571.4,,3.479166667,,,7934.788462,0.868666667,,0,,,,err,Not Democracy,8.979011974,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
86,Beer_Annual Production_DE,Beer Production,DEU,Germany,0.002761423,0.798572626,2.326567557,1980.97695,-0.571741106,2.440303099,-0.571741106,1.888812186,1819,140,,,,,,,,,,7813.307692,,,0,,,,err,,8.963583673,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres
87,Railroad_Total Length_TW,Railroad,TWN,Taiwan,0.024132716,-1.8718E+12,0.18553553,1914.821793,0.965876019,0.128651738,0.969166105,23.68521625,1897,95,,,,,,,,,,1195.866667,,,,,,,err,,7.086626446,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
88,Radio_Total Number_GB,Radio,GBR,United Kingdom,0.116927508,-7.17E+176,0.101978256,1991.5332,0.996428553,0.035103588,0.998732472,43.09202117,1960,40,10.17793937,,25.24050939,6.787912419,3163503454,,10,,,19626.82417,1.389978788,,0,,,,H,Democracy,9.884652489,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
89,Railroad_Total Length_IN,Railroad,IND,India,0.055292377,-2.39E+68,0.099628003,1893.012491,0.977594961,0.068347749,0.968398812,44.1085742,1853,138,,,,,,,,,,894.8333333,,,,,,,err,,6.796637481,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
90,Radio_Total Number_EC,Radio,ECU,Ecuador,0.166606018,-2.61E+263,0.150052153,1995.64356,0.998904373,0.036667295,0.997520272,29.28614529,1946,54,,0.07406,16.9524487,2.064925947,-163990952.4,,2.693877551,,,4875.017241,-0.031216716,-0.4753117,2,,,,LM,Not Democracy,8.49187892,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
91,Telegraph Traffic_Total Number_SE,Telegraph Traffic,SWE,Sweden,0.066238316,-1.59E+87,0.056593404,1940.253473,0.998139962,0.028941967,0.996868241,77.64949365,1855,137,,,,,,,0.223684211,,,3727.360465,,,,,,,err,Not Democracy,8.223455612,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
92,Railroad_Total Length_GH,Railroad,GHA,Ghana,0.027535161,-2.63E+18,0.102586937,1917.05016,0.971685367,0.072078333,0.969290345,42.83634246,1901,98,,,,,,,,,,1245,,,,,,,err,,7.126890809,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
93,Railroad_Total Length_KE,Railroad,KEN,Kenya,0.02836456,-2.03E+19,0.057411158,1921.506718,0.938844182,0.038609303,0.939547532,76.54346836,1898,101,,,,,,,,,,,,,,,,,err,,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
94,Telegraph Traffic_Total Number_NO,Telegraph Traffic,NOR,Norway,0.071121443,-7.57E+94,0.058100711,1939.250137,0.99814216,0.030292847,0.996436373,75.63503221,1855,138,,,,,,,2.611764706,,,3464.4,,,,,,,err,Not Democracy,8.150294736,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
95,Railroad_Total Length_MZ,Railroad,MOZ,Mozambique,0.041548598,-4.34E+42,0.085763448,1931.47231,0.945865585,0.054225048,0.937673251,51.23918487,1889,109,,,,,,,,,,,,,,,,,err,,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
96,Postal Traffic_Total Number_ES,Postal Traffic,ESP,Spain,0.063412585,-1.05E+81,0.040610577,2090.501131,0.996748529,err,0.937673251,108.2094726,1846,145,,1.1313912,23.94955274,4.787419297,4995426425,6.959437993,1.743902439,6.52973055,6.759508,8643.515466,1.377060714,1.195403573,0,,,,H,Not Democracy,9.064564662,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
97,Railroad_Total Length_ID,Railroad,IDN,Indonesia,0.049673876,-7.46E+58,0.135530529,1899.732648,0.98774066,0.095897327,0.98194039,32.4240538,1867,121,,,,,,,,,,984.6764706,,,,,,,err,,6.892313131,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
98,Postal Traffic_Total Number_NZ,Postal Traffic,NZL,New Zealand,0.092307715,-1.26E+133,0.041189908,1988.086429,0.995549788,0.009967815,0.997389772,106.6875202,1853,140,,,27.89936511,4.790545164,,,9.833333333,,,10869.05833,1.891758621,,0,,,,err,Democracy,9.293675346,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
99,Postal Traffic_Total Number_HU,Postal Traffic,HUN,Hungary,0.071138326,-3.27E+97,0.029362156,2014.382215,0.987723449,0.00550367,0.989717907,149.6637091,1849,145,16.48399687,0.966746842,60.21506304,3.405845971,-2516316865,23.25935913,-1.843971631,4.8857994,6.9880834,8472.469848,1.152034545,0.769260186,3,,,,H,Not Democracy,9.044577345,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
100,Postal Traffic_Total Number_BE,Postal Traffic,BEL,Belgium,0.062168664,-1.50E+79,0.037511344,1990.745435,0.998702857,0.007588436,0.99895113,117.1498708,1850,143,,,52.92043318,9.412959892,,,6.313868613,,,9106.882424,1.88703125,,0,,,,H,Democracy,9.116785717,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
101,Telegraph Traffic_Total Number_NZ,Telegraph Traffic,NZL,New Zealand,0.086365906,-1.01E+121,0.056613795,1951.618428,0.998347714,0.023841409,0.998946507,77.62152543,1866,119,,,,,,,9.747126437,,,7829.746988,,,0,,,,err,Democracy,8.965685475,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions)
102,Railroad_Total Length_EG,Railroad,EGY,Egypt,0.018779846,0.818943214,0.011273378,2928.664434,0.813800998,err,0.998946507,389.8076514,1869,128,13.97489366,0.458917273,26.7877001,3.186563178,-2756202522,1.197485912,-4.193181818,6.9569741,7.785262167,4618.549093,-0.155256964,-0.428250889,4,,,,LM,Not Democracy,8.437835886,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
103,Railroad_Total Length_IR,Railroad,IRN,Iran,0.057494172,-3.44E+71,0.086431185,1949.721755,0.974815558,0.053194204,0.980032037,50.84332857,1888,99,,,,,,,-6.431818182,,,2008.5,,,5,,,,err,Not Democracy,7.605143454,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers
