,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit,First Year of Data,Country_Timing
40,Gold_Annual Production_AU,Gold,AUS,Australia,0.021410521210865608,-826391.9402061655,0.4722624335786314,1988.0613382777833,0.5308547204511762,0.33241051691770446,0.5288432730180116,9.305099966078005,1851,154,8.820043120689657,,14.656092275862072,2.0331593230769234,,,10.0,,,10262.760869565218,1.9534137931034483,,0.0,,,,err,Democracy,9.236277173127275,2.16e-05,Low Material Use,,,1851,Customized [3],Complex [3],Firms [1],Expensive,Low,20.0,Years,No,No,No,Materials,Fixed Constructions,Annual Production,metric tons,1851,Early
70,Telegraph Traffic_Total Number_CH,Telegraph Traffic,CHE,Switzerland,0.08874181332526107,-6.199437455836346e+122,0.04486232563638727,1936.9885519859363,0.9923625115927108,0.0215874619668097,0.9974256918542136,97.95410943003269,1852,135,,,,,,,10.0,,,5751.3051546511615,,,,,,,err,Democracy,8.657182091452151,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1852,Late
25,Telegraph Traffic_Total Number_NL,Telegraph Traffic,NLD,Netherlands,0.09628924047090114,-6.8114748321542645e+140,0.05292409183327166,1928.696564531963,0.997823494295516,0.028412150276357493,0.9982845721453176,83.03305739315098,1852,139,,,,,,,-0.4743589743589743,,,5332.525641025641,,,,,,,err,Not Democracy,8.581580258777572,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1852,Late
90,Railroad_Total Length_IN,Railroad,IND,India,0.05529237692789366,-2.3907900670687294e+68,0.09962800282347546,1893.0124910663767,0.9775949605471356,0.06834774918663072,0.96839881189531,44.10857419734374,1853,138,,,,,,,,,,894.8333333333334,,,,,,,err,,6.796637481194515,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1853,Late
42,Telegraph Traffic_Total Number_BE,Telegraph Traffic,BEL,Belgium,0.06120037356740966,-1.0987681659700822e+78,0.05761595897631255,1919.298640528374,0.9937868197535604,0.03392355900866435,0.9981541511055232,76.27138787152904,1853,140,,,,,,,4.333333333333333,,,5027.6567164179105,,,,,,,err,Not Democracy,8.522709292999446,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1853,Late
76,Postal Traffic_Total Number_IN,Postal Traffic,IND,India,0.06876544710017535,-3.5726729170304044e+89,0.04270692418954541,2021.0953978394305,0.9978226554558288,0.0033023277650397107,0.99740410049906,102.897814302164,1853,148,13.258040136363638,0.7371495652173913,12.930677204838709,6.181056037288136,-13558727143.538729,8.807345961538461,7.582089552238806,6.389454499999999,6.71115775,1692.8959547445256,0.2539272857142857,-0.0044003652782608,0.0,,,,LM,Democracy,7.434195924098454,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1853,Late
3641,Steamships_Total Number_CL,Steamships,CHL,Chile,0.1561793214976473,-1.2448610700018347e+230,0.15307939238870613,1877.7806198988608,0.991764717628568,0.04900296744785997,0.9917052241553888,28.706993711562788,1853,32,,,,,,,0.5769230769230769,,,1703.6923076923076,,,,,,,err,Not Democracy,7.440553120481321,3.986446951,High Material Use,1707,1776,1807,Standardized [1],Design-Intensive [2],Firms [1],1183350,Low,30.0,Decades,Yes,Yes,Yes,Transportation,Performing Operations; Transporting,Cumulative Calculation,-,1853,Late
99,Postal Traffic_Total Number_NZ,Postal Traffic,NZL,New Zealand,0.09230771495056661,-1.2563846231854385e+133,0.04118990812549808,1988.0864290336162,0.9955497878022488,0.009967815030077263,0.9973897718770106,106.68752018779358,1853,140,,,27.899365111111113,4.790545164,,,9.833333333333334,,,10869.058333333332,1.891758620689655,,0.0,,,,err,Democracy,9.293675346494531,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1853,Late
3,Railroad_Total Length_NO,Railroad,NOR,Norway,0.0279283386346299,-3456598224599642.5,0.0681333715758784,1899.8520710530436,0.9880643518335076,0.04518218786944169,0.9850605559328612,64.49774982555286,1854,147,,,,,,,-3.723404255319149,,,2411.531914893617,,,,,,,err,Not Democracy,7.788017473878685,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1854,Late
8,Railroad_Total Length_PT,Railroad,PRT,Portugal,0.029754495615835753,-3.9061439070472105e+21,-1.804263451536119,2086.6709776907796,0.0,0.05022721600463079,0.9690881991083894,-2.435591737410122,1854,143,,1.0842484,34.80975990566038,2.9486401737704924,-2051288195.3577616,5.757776386666667,-0.981012658227848,,,7648.513459615386,1.2878321428571429,1.0807341386956522,1.0,,,,H,Not Democracy,8.942266588933673,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1854,Late
36,Railroad_Total Length_BR,Railroad,BRA,Brazil,0.052987856700649955,-3.5697451034474526e+63,0.09699375738031685,1901.5390640715784,0.9712441559745596,0.06718958777200114,0.965149919116016,45.3065153197603,1854,146,,,,,,,-5.142857142857143,,,1012.9591836734694,,,,,,,err,Not Democracy,6.9206312109131956,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1854,Late
19,Railroad_Total Length_PA,Railroad,PAN,Panama,0.0522046646438289,0.8024406327538341,5.000837486358858,1985.2422257018588,0.0567739735164842,17.377047330629843,0.0567234258365466,0.8787426439390387,1855,140,,,62.1047913076923,0.82346077,-106411111.1111111,,-2.5060240963855422,,,3574.5125,-0.5309538461538462,,4.0,,,,err,Not Democracy,8.181584082193378,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1855,Late
54,Telegraph Traffic_Total Number_ES,Telegraph Traffic,ESP,Spain,0.09523456462867454,-2.6978548766251543e+137,0.047461281990574714,1960.5383001381092,0.9984401847724556,0.017765611371878754,0.997699305998384,92.59019079057174,1855,139,,,,,,,-0.0198019801980198,,,2973.8691588785045,0.5671999999999999,,4.0,,,,err,Not Democracy,7.997619131055152,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1855,Late
92,Telegraph Traffic_Total Number_SE,Telegraph Traffic,SWE,Sweden,0.06623831589885405,-1.5890813029898382e+87,0.0565934038727375,1940.25347349467,0.998139962117048,0.028941967392635055,0.9968682413169202,77.64949365043155,1855,137,,,,,,,0.2236842105263158,,,3727.360465116279,,,,,,,err,Not Democracy,8.223455612032467,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1855,Late
95,Telegraph Traffic_Total Number_NO,Telegraph Traffic,NOR,Norway,0.07112144289066939,-7.570326318178284e+94,0.058100711090991575,1939.2501369318438,0.9981421595740207,0.03029284685461471,0.996436372508114,75.63503220795849,1855,138,,,,,,,2.611764705882353,,,3464.4,,,,,,,err,Not Democracy,8.150294736456889,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1855,Late
5,Railroad_Total Length_SE,Railroad,SWE,Sweden,0.036591562394099456,-8.618583263258958e+34,-1.6744617328717883,2026.6515541841086,1.1102230246251563e-16,-1.984765211307765,1.1102230246251563e-16,-2.62439509270584,1856,144,7.36083556,3.3531414285714294,31.2251096984127,4.1144459918032785,4116329760.49648,16.905136000000006,5.241830065359477,7.2700985,7.05011985,13612.819615950924,2.3107499999999996,1.8524824130434785,0.0,,,,H,Not Democracy,9.518767246557928,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1856,Late
81,Railroad_Total Length_AR,Railroad,ARG,Argentina,0.06093503598898527,-7.048543349350942e+75,0.11154785241644517,1903.8559025683683,0.9757938598319892,0.07655702478836678,0.9697086973953484,39.39519282062465,1857,129,,,,,,,-0.9166666666666666,,,3847.84375,,,,,,,err,Not Democracy,8.255268205451815,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1857,Late
61,Gold_Annual Production_NZ,Gold,NZL,New Zealand,0.021713245934919672,-18742.798871246618,-0.02197507699431029,1911.2297019583345,0.2729058511119854,-0.0031708186701763924,0.2657672792088298,-199.97423243660236,1857,148,,,,,,,9.6,,,6356.720930232558,,,,,,,err,Democracy,8.757267946371181,2.16e-05,Low Material Use,,,1851,Customized [3],Complex [3],Firms [1],Expensive,Low,20.0,Years,No,No,No,Materials,Fixed Constructions,Annual Production,metric tons,1857,Late
293,Steamships_Total Number_GR,Steamships,GRC,Greece,0.07874774678856993,-2.240180053082085e+107,0.05102096984784439,2004.2131585357713,0.9903535884795088,0.00437311922223621,0.9886667381678076,86.13025522207126,1858,141,,0.52613,21.990154022222224,2.627318472093023,-617228319.5928924,,6.348148148148148,,,6133.885138775509,1.0457555555555555,0.7377857166666667,0.0,,,,H,Democracy,8.72158361916068,3.986446951,High Material Use,1707,1776,1807,Standardized [1],Design-Intensive [2],Firms [1],1183350,Low,30.0,Decades,Yes,Yes,Yes,Transportation,Performing Operations; Transporting,Cumulative Calculation,-,1858,Late
105,Telegraph Traffic_Total Number_FR,Telegraph Traffic,FRA,France,0.06518781500561842,-6.988691972042447e+85,0.05659987191714988,1924.2388265487855,0.9954476113234438,0.03248029586647242,0.9995607995637744,77.64062012551855,1858,136,,,,,,,5.508771929824562,,,4047.731343283582,,,,,,,err,Not Democracy,8.30591184099895,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1858,Late
63,Telegraph Traffic_Total Number_GR,Telegraph Traffic,GRC,Greece,0.07907634057111754,-8.747419737986e+109,0.04939172607435981,1959.5215350432368,0.9949708404263564,0.02014020847774303,0.9959512030862168,88.97136228963826,1859,135,,,14.569901,,,,6.681318681318682,,,2689.598039215686,0.8532,,0.0,,,,err,Democracy,7.897147033629579,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1859,Late
5461,Flush Toilet_Share of Households_US,Flush Toilet,USA,United States,0.035698993641773535,-7.874002973326352e+33,0.056520209890978244,1936.2308804948377,0.9873130104449108,0.027968495786803337,0.9791847595967768,77.75005017052992,1860,12,,,,,,,8.73611111111111,,,7774.682016883118,,,,,,,err,Democracy,8.958627838061002,,,1775,,1840,Standardized [1],Simple [1],Individuals [2],341.32,High,5.0,Years,Yes,Yes,,Appliances,Human Necessities,Share of Households,%,1860,Early
351,Sulphuric Acid_Annual Production_RU,Sulphuric Acid,RUS,Russia,0.05222656709076048,-3.9870951184242262e+62,0.2363876608597126,1963.5800357290352,0.6855758257676174,0.18675233793481597,0.6752170459723348,18.59001074205977,1860,97,,,,,,,-8.419354838709678,,,6163.8,,,3.0,,,,err,Not Democracy,8.726448749450274,6.991051454,High Material Use,,,1838,Customized [3],Complex [3],Firms [1],3048700,Low,30.0,Decades,No,No,Yes,Chemicals and Industrial,Chemistry; Metallurgy,Annual Production,thousand metric tons,1860,Early
82,Beer_Annual Production_HU,Beer Production,HUN,Hungary,0.018953631044626437,0.7967629360180394,0.1380990264862855,1963.3052620263904,0.8763116508499951,0.09917836473492726,0.8731130804738996,31.82100023788979,1860,141,,,,,,,-3.736263736263736,,,4058.232558139535,0.2114,,3.0,,,,err,Not Democracy,8.30850282730444,0.156463688,Medium Material Use,,,n/d,Mass-customized [2],Design-Intensive [2],Individuals [2],Expensive,Low,14.0,Years,No,No,No,Food and Health,Human Necessities,Annual Production,thousand hectolitres,1860,Late
57,Zinc_Annual Production_US,Zinc,USA,United States of America,0.04245040390342452,-5.793120323922161e+43,0.14007247223805955,1911.2144689005156,0.5958468444144567,0.11283806297963712,0.593031586632679,31.372682187002972,1860,144,,,,,,,8.595744680851064,,,6608.684767307693,,,,,,,err,Democracy,8.796139936845782,0.478927203,Medium Material Use,,,1743,Customized [3],Complex [3],Firms [1],Expensive,Low,,Decades,No,No,No,Materials,Fixed Constructions,Annual Production,thousand metric tons,1860,Early
118,Railroad_Total Length_CL,Railroad,CHL,Chile,0.02506757946223255,-1055361360102.9452,0.09963673903087907,1897.7994710474247,0.9645337993494132,0.06786906364723685,0.94833075627385,44.10470673182637,1860,131,,,,,,,2.076923076923077,,,2337.3846153846152,,,,,,,err,Not Democracy,7.756787897542175,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1860,Late
135,Postal Traffic_Total Number_IT,Postal Traffic,ITA,Italy,0.061536863725309456,-4.762352321736158e+79,0.038188398925526765,1994.5403205407604,0.9976833638559618,0.007666810293212336,0.9985291877436948,115.0728828208349,1861,132,14.413261785714283,,19.179439307692313,6.625195764705883,552588583.477628,,1.346774193548387,,,7976.524742222224,1.1128527777777777,,0.0,,,,H,Not Democracy,8.98425809962582,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1861,Late
106,Postal Traffic_Total Number_DK,Postal Traffic,DNK,Denmark,0.06672386145827501,-2.5111269977687998e+88,0.03847594376351829,2013.6030960857822,0.9987461025807726,0.005036700252727638,0.9992794098509052,114.21290096694447,1861,133,,2.5042042105263165,35.20469928571429,2.342816975471698,1432311947.40732,16.5335553125,6.392592592592592,,,14565.765096753246,2.549654545454546,2.0646090375,0.0,,,,H,Democracy,9.58642919782874,,Medium Material Use,,,1830,Customized [3],Complex [3],Both [3],Expensive,Low,,Years,No,No,Yes,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1861,Late
44,Railroad_Total Length_PY,Railroad,PRY,Paraguay,0.024999909740257772,-606000924379762.8,0.07962880837580584,1897.3606271705282,0.9443419515156865,0.054620187735107135,0.9231628193642492,55.18667482669042,1861,137,,,,,,,-4.916666666666667,,,,,,,,,,err,Not Democracy,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1861,Late
1,Railroad_Total Length_FI,Railroad,FIN,Finland,0.028805244187556877,-1.498810538043222e+22,0.06303629879868425,1904.2977491846548,0.9721879355068654,0.04043647891818418,0.977053083597528,69.71299455107228,1861,140,,,,,,,,,,2023.75,,,,,,,err,,7.612707504991845,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1861,Late
129,Telegraph Traffic_Total Number_IT,Telegraph Traffic,ITA,Italy,0.07721191575368525,-1.0257844938094002e+106,0.045629581113776095,1952.9115177928672,0.9979651048507078,0.019153779850806144,0.999133266062409,96.30702380797672,1861,132,,,,,,,-3.0853658536585367,,,3688.138256989246,,,0.0,,,,err,Not Democracy,8.212877072311462,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1861,Late
123,Railroad_Total Length_DZ,Railroad,DZA,Algeria,0.03585255945645521,-6.962042006559106e+32,0.09636614706589326,1893.3276330649092,0.94982235075945,0.06966569118738189,0.9502436927261696,45.601586122018574,1862,130,,,,,,,,,,1140.0,,,,,,,err,,7.038783541388542,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1862,Late
696,Steamships_Total Number_IT,Steamships,ITA,Italy,0.09781866416190656,-5.530263520353054e+135,0.07292190361168954,1919.973441647647,0.995587102083416,0.01817608873345365,0.996022416347424,60.26240316041338,1862,64,,,,,,,-2.9322033898305087,,,3159.8696389830507,,,,,,,err,Not Democracy,8.058286052243632,3.986446951,High Material Use,1707,1776,1807,Standardized [1],Design-Intensive [2],Firms [1],1183350,Low,30.0,Decades,Yes,Yes,Yes,Transportation,Performing Operations; Transporting,Cumulative Calculation,-,1862,Late
277,Telegraph Traffic_Total Number_AU,Telegraph Traffic,AUS,Australia,0.06713257828078883,-3.0732931434464243e+89,0.052234724370307566,1945.9497698785958,0.997769550048622,0.022187401555335245,0.996163097433118,84.12888567227571,1863,123,,,,,,,10.0,,,7369.976190476191,,,,,,,err,Democracy,8.90516975457792,0.029545188,Low Material Use,1837,1837,1845,Customized [3],Complex [3],Both [3],858000,Low,,Decades,No,Yes,No,Infrastructure,Performing Operations; Transporting,Cumulative Calculation,Number (millions),1863,Late
115,Railroad_Total Length_MU,Railroad,MUS,Mauritius,err,,0.08275945228858317,1870.2462887994614,0.592243288992136,0.06920470734435842,0.5805263577931884,53.09906038707149,1864,96,,,,,,,,,,,,,,,,,err,,,0.081088492,Low Material Use,,,1825,Customized [3],Design-Intensive [2],Firms [1],29520,Low,55.0,Decades,No,Yes,Yes,Infrastructure,Fixed Constructions,Total Length,kilometers,1864,Late
